135412	399813
119903	62371
61787	32292
41005	21683
31021	16406
24423	13275
20427	11166
17489	9734
15247	8498
13327	7590
12127	7082
10846	6533
9874	5930
9074	5597
8546	5180
8055	4760
7605	4572
7195	4317
7106	4123
6826	4001
6578	3803
6390	3642
6206	3580
5969	3380
5693	3271
5779	3238
5639	3210
5285	2974
5120	2907
5061	2716
4720	2797
4500	2625
4437	2516
4379	2478
4320	2314
4153	2380
4076	2235
4111	2208
3995	2280
4105	2112
4124	2205
4060	2075
4089	2137
4153	2056
4203	1979
4266	1998
4305	1938
4073	1776
3894	1518
3763	1311
2564	723
711305
