88556	305892
44211	55532
32529	30135
24102	21250
22654	16047
17019	13037
17443	10825
14289	9188
11232	7741
11308	6801
10527	6365
10882	5617
10462	5122
8929	4740
5994	4506
6891	4401
7063	4018
6988	3631
7524	3498
5754	3585
5698	3236
5825	2909
6036	2960
4650	2890
4160	2504
3870	2680
4279	2561
4977	2367
4383	2344
3691	2372
4789	2279
3890	2097
3892	1963
2897	1830
3697	1915
2798	1842
3394	1771
3097	1818
2799	1724
2897	1630
3199	1745
2899	1596
2498	1478
3400	1494
2299	1467
2100	1418
2299	1355
1900	1427
2599	1326
1999	1363
2500	1387
2800	1202
3199	1329
2100	1201
2199	1275
3500	1313
3100	1199
1900	1248
1800	1125
2100	1041
1800	989
1800	1072
1800	1077
1200	1077
2300	1041
1500	1071
1700	1047
1400	945
900	1010
1900	982
1200	1006
2000	958
1300	970
1500	968
1900	944
2100	974
1700	943
1400	885
1800	907
1200	850
1100	841
1500	836
1500	791
1500	854
1200	813
1900	821
700	799
1200	813
1100	853
1100	824
1100	770
900	803
800	737
1100	720
1400	744
900	723
1500	701
500	782
1500	730
1400	777
1300	697
900	718
1600	645
900	674
1700	710
700	701
1300	698
1100	691
900	564
1300	626
800	583
1700	589
1400	570
1300	651
1100	627
600	605
1000	549
600	555
1100	562
700	604
900	603
1200	604
900	641
1100	630
800	534
1400	600
1200	533
500	541
1100	563
1100	566
1300	538
400	542
2000	552
800	529
1400	523
700	533
900	502
700	535
1100	499
900	469
700	508
800	476
1100	456
1000	473
400	446
1000	478
400	484
1000	541
1200	485
1000	497
1000	455
1200	446
500	491
800	467
400	455
300	486
500	485
1200	475
700	455
800	444
500	415
1200	461
900	418
500	441
500	418
900	416
1200	418
1000	410
1000	417
800	397
1300	452
700	439
900	477
1200	476
800	402
800	393
700	418
900	427
400	353
1000	391
500	393
900	430
900	460
1100	402
600	450
600	422
700	388
900	398
700	374
1100	367
500	417
600	412
200	351
500	374
600	368
700	394
600	345
700	346
900	338
900	357
600	303
300	311
500	287
200	316
500	302
500	337
700	316
900	308
700	305
300	329
700	310
700	337
500	297
600	280
600	301
200	292
600	316
800	312
100	317
1300	285
1100	290
500	340
500	308
500	303
600	308
100	291
400	289
900	343
700	324
300	333
700	297
900	259
300	269
700	300
500	263
700	302
500	284
300	327
400	297
400	277
500	297
700	284
800	318
700	274
600	284
500	296
800	272
400	300
300	322
700	275
500	266
500	247
200	254
1000	257
500	216
300	230
100	229
500	266
400	251
500	252
1500	268
200	261
300	287
600	278
400	266
700	233
500	237
400	274
500	244
300	251
700	243
400	242
500	238
600	244
400	239
400	229
500	247
500	264
200	236
800	200
700	243
600	224
700	258
800	222
400	237
200	224
300	245
700	234
700	206
700	223
600	226
600	206
500	215
200	192
1100	217
200	213
600	189
1100	206
200	205
600	209
600	217
500	180
300	164
700	175
600	166
300	169
500	145
600	154
500	141
400	101
300	133
400	128
500	150
200	123
600	146
800	124
200	121
200	110
200	102
400	98
500	96
600	53
900	48
500	25
600	17
300	5
0	1
0	0
0	0
709466
