140547	366166
102408	42619
48534	20103
30161	12728
21620	9187
16581	7358
13384	5892
11098	4890
9607	4218
8543	3696
7814	3278
6939	2958
6614	2779
5978	2459
5576	2300
5102	2147
4922	1900
4497	1856
4151	1639
3954	1613
3840	1542
3588	1318
3424	1349
3089	1141
2833	1132
2680	1052
2467	1001
2476	976
2327	906
2316	886
2275	855
2272	838
2142	820
2082	760
2001	703
1869	758
1855	666
1815	666
1745	557
1698	644
1682	554
1674	550
1605	511
1549	449
1481	460
1379	407
1369	309
1219	257
1307	202
1383	124
750	43
522222
