138761	402584
120111	62126
61615	32318
40874	21722
30778	16436
24204	13289
20169	11053
17296	9760
15055	8373
13211	7596
12010	6794
10725	6375
9875	5819
9012	5664
8459	5273
7974	4879
7584	4557
7151	4396
7068	4114
6798	3960
6543	3694
6375	3680
6207	3550
5964	3291
5684	3240
5737	3096
5573	3109
5250	2951
5047	2814
4979	2726
4647	2640
4398	2615
4357	2385
4291	2353
4250	2306
4063	2266
3997	2282
4065	2207
3932	2125
4069	2016
4125	2136
4052	2069
4054	2013
4121	2013
4186	1911
4210	1811
4240	1788
4017	1667
3851	1498
3740	1279
2551	686
711305
