138481	364943
102551	42066
48588	20389
30198	12980
21679	9500
16683	7296
13318	6004
11079	4918
9673	4306
8543	3771
7836	3425
6905	2984
6711	2777
6000	2544
5660	2322
5156	2164
4948	1899
4555	1832
4214	1700
4027	1637
3905	1549
3610	1396
3445	1247
3153	1197
2868	1141
2768	1073
2495	999
2490	966
2375	973
2341	898
2247	852
2275	838
2135	806
2099	756
2041	771
1936	739
1897	681
1852	633
1794	634
1768	625
1767	584
1766	527
1686	502
1608	473
1538	479
1442	391
1381	335
1246	292
1333	238
1397	129
759	41
522222
