140547	366151
102408	42112
48534	20299
30161	12785
21620	9420
16581	7358
13384	5889
11098	4895
9607	4237
8543	3681
7814	3315
6939	3115
6614	2734
5978	2441
5576	2356
5102	2035
4922	1978
4497	1810
4151	1692
3954	1604
3840	1538
3588	1398
3424	1279
3089	1168
2833	1147
2680	1076
2467	1031
2476	980
2327	923
2316	852
2275	857
2272	848
2142	794
2082	789
2001	710
1869	677
1855	663
1815	662
1745	640
1698	575
1682	529
1674	532
1605	491
1549	485
1481	445
1379	358
1369	287
1219	263
1307	176
1383	102
750	40
522222
