74258	212011
29538	14256
19253	6207
12723	3604
10326	2693
5957	1886
7489	1589
5143	1247
4911	1081
4597	884
4616	770
4476	685
3186	567
3088	503
2839	494
2247	367
2444	356
3241	335
1973	328
1495	272
1889	275
1687	217
1492	232
1198	200
1199	182
1097	208
895	182
899	156
700	172
1499	139
898	137
998	156
600	135
999	107
1299	122
600	121
900	115
800	99
400	93
600	108
800	98
500	95
700	79
600	77
700	81
700	76
400	67
100	62
600	59
1300	62
500	74
400	55
500	62
400	47
500	55
500	51
400	52
500	36
400	60
600	47
300	60
200	38
400	42
100	39
400	49
600	31
200	27
100	44
300	39
200	42
400	32
300	40
500	37
0	34
300	27
200	23
400	24
200	29
500	25
100	30
200	34
400	22
300	18
300	27
100	26
300	28
200	20
200	24
0	24
200	22
100	23
200	27
100	26
0	26
0	16
0	21
100	19
200	22
300	15
200	18
300	13
300	20
200	13
500	17
100	10
200	12
300	15
300	12
100	12
100	20
0	18
100	17
100	15
0	12
300	13
400	13
300	12
0	14
0	13
0	9
400	6
100	10
100	12
600	9
100	12
200	12
0	11
0	8
100	6
0	3
200	9
300	9
0	9
100	7
100	10
0	6
200	4
100	13
300	5
100	5
200	6
100	8
300	7
100	6
100	5
200	1
0	5
100	8
0	6
0	5
200	6
0	6
200	7
100	1
0	6
0	5
0	5
0	3
0	3
100	2
100	4
100	5
0	2
0	1
100	4
100	5
200	4
0	2
400	2
100	2
100	3
0	2
0	3
100	3
100	1
0	0
100	3
100	3
0	1
100	5
0	3
0	6
0	2
100	5
0	0
100	1
100	2
100	3
0	3
0	2
0	6
0	4
0	2
0	1
0	2
0	4
200	1
0	0
0	1
0	0
0	1
0	1
0	0
0	2
0	2
0	1
0	2
100	0
0	2
0	1
0	1
0	1
0	0
0	3
0	1
100	0
0	1
100	1
100	1
100	3
100	0
0	1
0	0
0	0
0	1
0	1
0	0
100	1
100	2
0	0
0	0
0	0
0	0
100	0
100	0
0	1
0	1
0	1
0	0
0	1
0	0
0	0
0	0
100	0
0	1
100	0
0	0
0	0
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
256449
