163439	415322
118661	61962
60235	32070
39427	21411
29655	16043
23376	12948
19543	10797
16861	9440
14790	8347
13000	7531
11837	6741
10385	6273
9635	5794
8765	5342
8137	4970
7638	4672
7251	4366
6886	4108
6752	3861
6432	3788
6269	3551
6014	3452
5749	3308
5447	3191
5296	3057
5350	2893
5127	2789
4893	2766
4647	2519
4661	2480
4349	2271
4066	2241
4034	2182
3994	2155
3936	2130
3697	2006
3660	1973
3601	1876
3387	1847
3552	1795
3550	1734
3462	1730
3442	1694
3522	1545
3601	1538
3539	1470
3501	1310
3277	1233
3159	1040
3086	688
2029	352
710602
