143521	367857
102069	42419
48082	20047
29944	12846
21598	9269
16530	7220
13344	5830
11084	4912
9582	4238
8508	3727
7686	3260
6812	2879
6457	2688
5866	2475
5454	2271
4949	2092
4780	1941
4404	1746
4066	1638
3873	1575
3795	1463
3512	1362
3362	1220
3042	1167
2800	1090
2662	1011
2495	967
2474	974
2368	923
2305	861
2274	762
2253	804
2151	743
2105	692
1968	710
1869	680
1843	672
1820	636
1723	572
1692	540
1679	536
1653	473
1559	443
1534	460
1448	378
1330	301
1330	299
1192	236
1288	186
1351	100
736	31
522222
