   7295 
      3 CHUK
      4 CHUK_UP
      1 CIAO1
      1 CIB1
     45 CIB1_UP
      2 CIITA
     12 CISH_UP
      2 CIT
    168 CIT_DOWN
      2 CITED1_UP
     43 CITED2_UP
      1 CKAP5
    400 CKS1B_UP
      1 CKS2
    528 CKS2_UP
      2 CLASP1
      1 CLASP2
     12 CLASP2_DOWN
      1 CLCA1
      1 CLCN4
      1 CLCN5_UP
      6 CLDN10_DOWN
     19 CLDN1_UP
      8 CLDN3_UP
      1 CLDN4_UP
     17 CLDN5_DOWN
      8 CLDN7_UP
     27 CLEC10A_UP
     95 CLEC5A_UP
     10 CLIC1_UP
      3 CLIP1
    135 CLK1_UP
      7 CLOCK
      5 CLOCK_UP
      1 CLSPN
      2 CLSTN1
      1 CLSTN1_DOWN
      2 CLSTN2_DOWN
     14 CLTB_DOWN
      1 CLTC
      2 CLTCL1
    118 CLU_DOWN
      1 CNGA3
     12 CNGA3_UP
      2 CNGB1
      2 CNKSR2
    383 CNKSR2_DOWN
      9 CNN3_DOWN
     39 CNN3_UP
      5 CNOT2
     51 CNOT2_UP
      1 CNOT7
      2 CNTFR
      2 CNTN1
    373 CNTN1_DOWN
      6 CNTN2
      3 CNTN2_UP
      1 CNTN5
      2 CNTNAP1
    149 CNTNAP1_DOWN
      7 CNTNAP2
      3 CNTNAP2_DOWN
      1 CNTNAP4
      1 COL10A1
    256 COL11A1_UP
      4 COL11A2
      3 COL12A1
      5 COL13A1
      1 COL13A1_UP
      5 COL14A1
      1 COL15A1
     21 COL15A1_UP
      2 COL16A1
      7 COL16A1_UP
      6 COL17A1
      8 COL17A1_UP
      1 COL18A1
     27 COL18A1_UP
      1 COL19A1
      4 COL1A1
    314 COL1A1_UP
     14 COL1A2
     25 COL1A2_DOWN
    800 COL1A2_UP
      2 COL20A1
      5 COL22A1
      3 COL27A1
      3 COL2A1
     62 COL2A1_UP
      6 COL3A1
    963 COL3A1_UP
      3 COL4A1
   1129 COL4A1_UP
      2 COL4A2
    974 COL4A2_UP
      1 COL4A3
      3 COL4A4
     11 COL4A4_UP
      4 COL4A5
    148 COL4A5_UP
      2 COL4A6
      1 COL5A1
    381 COL5A1_UP
      2 COL5A2
    856 COL5A2_UP
      2 COL5A3
     11 COL5A3_UP
      2 COL6A1
      9 COL6A2
    348 COL6A2_UP
     11 COL6A3
    576 COL6A3_UP
      3 COL6A6
      2 COL7A1
      1 COL8A2_UP
     11 COL9A1_UP
      5 COL9A2_UP
     40 COL9A3_UP
      1 COLQ
     15 COMP_UP
      1 COPG2
      1 COPS2_DOWN
      1 COPS3_DOWN
      1 COPS8_DOWN
      1 COPZ2_UP
     26 CORO1A_DOWN
      3 CORO1A_UP
      6 CORO2A_UP
      2 COTL1_UP
      3 COX6A1_DOWN
      3 COX7A2L_DOWN
      3 COX7B_DOWN
      3 COX8A_DOWN
      3 CP
      7 CPA3_UP
     34 CPB2_UP
      8 CPD_UP
     87 CPE_DOWN
      1 CPS1_UP
      3 CPSF1
      4 CPSF6
    138 CP_UP
      5 CPXM2
      3 CR2
      4 CR2_UP
      1 CRABP2
      1 CREB1
      1 CREB3L2
     22 CREB3L2_UP
      1 CREB3L3
      5 CREBBP
      3 CREM
      1 CRHR1
      5 CRIP1_UP
      2 CRKL
      1 CRLF3_UP
      8 CRMP1_DOWN
      1 CRY1
     61 CRY1_UP
      1 CRY2
      2 CSDA
      1 CSDE1
      1 CSF1R
      5 CSF1R_UP
      6 CSF2RB
    168 CSF2RB_UP
      6 CSK_UP
      8 CSNK1D_UP
      2 CSNK1E
      1 CSNK1G1
      1 CSNK2A1
      3 CSNK2B
      1 CSNK2B_DOWN
      1 CSPG4
     28 CSPG4_UP
      1 CSRP2_UP
     32 CST3_DOWN
      7 CST7_UP
    166 CSTA_UP
     12 CSTB_UP
      1 CSTF1
      3 CSTF1_UP
      1 CTBP1
     10 CTBP1_DOWN
      8 CTBP2
      6 CTDSP2
      3 CTDSP2_UP
      3 CTGF_DOWN
    111 CTGF_UP
      1 CTNNA1
      3 CTNNA2
    230 CTNNA2_DOWN
      7 CTNNA3
     58 CTNNAL1_UP
      2 CTNNB1
     26 CTNND1_UP
      1 CTNND2
    114 CTNND2_DOWN
      1 CTPS_UP
      2 CTSB
      6 CTSB_DOWN
     27 CTSB_UP
     97 CTSC_UP
     39 CTSD_UP
      6 CTSF_DOWN
      1 CTSG
      3 CTSH_DOWN
     24 CTSH_UP
    124 CTSK_UP
      1 CTSL1
      3 CTSL1_DOWN
     95 CTSL1_UP
      4 CTSL2_UP
    429 CTSS_UP
      7 CTTN_UP
      2 CUBN
     10 CUBN_UP
      3 CUGBP1_UP
      1 CUGBP2
     21 CUGBP2_DOWN
      7 CUL1
     66 CUL4A_UP
     54 CUL4B_UP
      3 CUX1
      5 CX3CL1_DOWN
      5 CX3CR1_DOWN
     64 CXCL10_UP
     46 CXCL11_UP
      5 CXCL12
    112 CXCL12_UP
      2 CXCL13_UP
      2 CXCL1_UP
      2 CXCL2_UP
      1 CXCL3
      2 CXCL3_UP
      1 CXCL6
      2 CXCL6_UP
     48 CXCL9_UP
      1 CXCR4
    773 CXCR4_UP
     36 CXCR7_UP
      2 CYB5A_UP
    337 CYBA_UP
      1 CYBB
    289 CYBB_UP
      3 CYC1_DOWN
      3 CYCS
      3 CYCS_DOWN
     11 CYFIP2_DOWN
      2 CYLD
      2 CYP11A1
      2 CYP17A1
      1 CYP19A1
      1 CYP27A1
      2 CYP27B1
      1 CYP27B1_UP
      4 CYP3A7
      1 CYP51A1_UP
      1 CYR61
    276 CYR61_UP
      2 DAB1
     35 DAB2_UP
      1 DACH1
      1 DAG1
      1 DAP
      1 DAPK1
      3 DAPP1_UP
     10 DARC_UP
      1 DAXX_UP
      1 DAZ1
      2 DAZ4
      2 DAZ4_UP
      2 DAZAP1_UP
      3 DBF4
    476 DBF4_UP
      6 DBNL
      1 DCBLD1
      4 DCC
      2 DCHS1
     23 DCHS1_UP
      5 DCHS2
      1 DCLK1
     12 DCLK1_DOWN
      2 DCN
     13 DCN_DOWN
     73 DCN_UP
     14 DCTN1_DOWN
     20 DCTN2
      9 DCTN2_UP
      1 DCTN3
      1 DDB1
     34 DDB2_UP
     14 DDIT3
     31 DDIT3_UP
      1 DDOST
      9 DDOST_UP
      2 DDR1
      3 DDR1_UP
      2 DDR2
      3 DDR2_UP
      1 DDX17
      1 DDX20
      1 DDX23
      2 DDX23_UP
      2 DDX39_UP
      1 DDX3X
      1 DDX46
      2 DDX56_UP
     19 DEAF1_DOWN
      1 DEC1
      2 DEFA3
      1 DEFB4
     37 DEK_UP
      1 DEPDC7
      1 DES
      3 DFFB
      2 DGKB_DOWN
      6 DGKZ_DOWN
     21 DHCR24_DOWN
      1 DHFR
    325 DHFR_UP
      2 DHH
      2 DHX38
      2 DHX40_UP
      1 DIABLO
      1 DICER1
      3 DIRAS2_DOWN
      1 DIS3_UP
     11 DKC1_UP
      2 DKK1
     23 DKK1_UP
      2 DKK2_UP
      4 DLC1
      1 DLD
      3 DLD_DOWN
     30 DLEU1_UP
      1 DLG1
    383 DLG2_DOWN
      3 DLG4
      1 DLL1
     20 DLL3_UP
      1 DLX5
      6 DLX5_UP
      1 DMAP1
      1 DMBT1
      2 DMBT1_UP
     13 DMD
      2 DMTF1
      7 DNA2
      2 DNAH11
      1 DNAH3
      1 DNAH7
      9 DNAH9
     35 DNAH9_UP
      4 DNAJB1_UP
      9 DNAJC3_UP
      1 DNAJC6
    331 DNAJC6_DOWN
      1 DNAJC8
      1 DNAL4
    872 DNM1_DOWN
      1 DNM1L
      6 DNMBP
     66 DNMBP_UP
      2 DNMT1
     64 DNMT1_UP
      1 DOC2A_DOWN
      1 DOCK1
      4 DOCK2
    111 DOCK2_UP
      3 DOK2
     67 DOK5_DOWN
      3 DPYSL2_DOWN
      2 DPYSL3_UP
      2 DPYSL5
      1 DRD1
      1 DRD3
      9 DRD5
     14 DSC2_UP
     14 DSC3_UP
      2 DSG1
      1 DSG2
      1 DSG3
     15 DSG3_UP
      2 DSN1_UP
      6 DSP
     85 DSP_UP
      1 DST
     55 DTL_UP
      1 DTNA_UP
      2 DTX3
      1 DTX3_UP
      1 DUSP10
      1 DUSP10_UP
      1 DUSP16
    100 DUSP1_UP
      1 DUSP2
      2 DUSP2_UP
     12 DUSP4_UP
      4 DUSP5
     18 DUSP5_UP
     96 DUSP6_UP
      5 DUSP8_DOWN
      1 DUT
      1 DVL1
      4 DVL2
      1 DVL3
      6 DVL3_UP
      1 DYNC1H1
     24 DYNC1H1_DOWN
      1 DYNLL1
    265 DYNLT1_UP
      1 DYRK1B
      1 E2F3
     13 E2F3_UP
      1 E2F4
      1 E2F6
     57 E2F6_UP
    110 ECT2_UP
     60 EDN1_UP
      5 EDN3_UP
     60 EDNRA_UP
      1 EDNRB
      4 EDNRB_DOWN
      4 EDNRB_UP
      1 EED
      4 EEF1A1
     70 EEF1A2_DOWN
      1 EEF1E1
     10 EFEMP1_UP
     41 EFEMP2_UP
      2 EFHD1_DOWN
     61 EFNA1_UP
      1 EFNA2
     46 EFNA4_UP
      1 EFNA5
      1 EFNB1
      1 EFNB2
     42 EFNB2_DOWN
      4 EFNB2_UP
      1 EFNB3
     11 EFNB3_DOWN
      4 EFS_UP
      3 EGF
    129 EGFR
    952 EGFR_UP
     28 EGF_UP
      3 EGR1
     64 EGR1_DOWN
    111 EGR1_UP
      4 EGR2
      5 EGR2_UP
      1 EGR3
     34 EGR3_DOWN
     32 EHD4_UP
      2 EHHADH
     18 EHHADH_UP
      1 EHMT2
      9 EIF2AK3_UP
     25 EIF2S3_UP
      4 EIF3A
      1 EIF3B_UP
      2 EIF3C
      1 EIF3E
      1 EIF4A1
     54 EIF4A1_UP
      1 EIF4A2
      1 EIF4A2_DOWN
      1 EIF4B
      2 EIF4E1B
     22 EIF4E2_UP
     74 EIF4EBP1_UP
     29 EIF4E_UP
      2 EIF4G1
      6 EIF4G1_UP
      2 EIF4G3
      6 EIF4G3_DOWN
      2 EIF5B_UP
      1 EIF5_DOWN
      2 ELA2
      1 ELAVL1
     72 ELAVL1_UP
     29 ELAVL2
     77 ELAVL4_DOWN
      9 ELF1_UP
      1 ELK1
      7 ELMO1
    175 ELMO1_DOWN
      5 ELN
     11 ELN_UP
      1 EMILIN1_UP
