GENE	FREQUENCY
RTN4R	0
RTN4RL1	0
RUFY1	0
RUNDC3A	11
RUNX1	0
RUNX1T1	0
RUNX2	0
RUNX3	0
RUVBL1	16
RUVBL2	0
RXFP1	0
RXFP2	0
RXRA	0
RXRB	0
RXRG	2
RYBP	0
RYK	0
RYR1	0
RYR2	141
RYR3	35
S100A1	64
S100A10	120
S100A11	144
S100A12	5
S100A13	0
S100A14	0
S100A16	0
S100A2	9
S100A4	119
S100A6	57
S100A7	8
S100A8	54
S100A9	48
S100B	34
S100P	22
S100Z	0
S1PR1	0
S1PR2	0
S1PR3	0
S1PR4	0
S1PR5	0
SAA1	0
SAE1	0
SAFB	0
SAFB2	0
SAG	0
SALL1	4
SALL2	2
SAP18	0
SAP25	0
SAP30	0
SAP30BP	0
SAR1A	0
SAR1B	9
SART1	0
SART3	0
SASS6	0
SAT1	0
SAT2	0
SATB1	18
SAV1	0
SBF1	0
SCAMP1	0
SCAMP2	0
SCAMP3	0
SCAND1	0
SCAP	0
SCARB1	0
SCARB2	0
SCARF1	0
SCARF2	0
SCD	0
SCD5	0
SCEL	1
SCFD1	0
SCG2	8
SCG3	10
SCGB1A1	1
SCGB1D1	0
SCGB1D2	0
SCGB2A1	0
SCGB2A2	0
SCIN	9
SCMH1	0
SCML2	0
SCN1B	9
SCN2A	0
SCN2B	0
SCN4A	0
SCN4B	0
SCN5A	0
SCN8A	0
SCNN1A	1
SCNN1B	0
SCNN1D	0
SCNN1G	0
SCO1	0
SCO2	0
SCP2	0
SCUBE1	0
SCUBE2	0
SCUBE3	0
SCYE1	8
SDC1	32
SDC2	11
SDC3	35
SDC4	17
SDCBP	0
SDCBP2	0
SDCCAG8	5
SDHA	0
SDHB	1
SDHC	0
SDHD	0
SDS	0
SEC11A	1
SEC11C	0
SEC13	0
SEC14L3	0
SEC16A	0
SEC22B	0
SEC23A	0
SEC23B	0
SEC23IP	0
SEC24A	3
SEC24B	0
SEC24C	0
SEC24D	0
SEC31A	0
SEC31B	0
SEC61A1	36
SEC61A2	12
SEC61B	0
SEC61G	23
SEC62	0
SEC63	0
SECTM1	0
SEH1L	0
SEL1L	0
SELE	1
SELL	45
SELP	1
SELPLG	0
SELS	0
SEMA3A	1
SEMA3B	0
SEMA3C	0
SEMA3D	0
SEMA3E	0
SEMA3F	0
SEMA3G	0
SEMA4A	2
SEMA4B	0
SEMA4C	0
SEMA4D	0
SEMA4F	0
SEMA4G	0
SEMA6A	0
SEMA6B	0
SEMA6C	0
SEMA6D	0
SEMA7A	0
SEMG1	0
SEMG2	0
SENP1	0
SENP2	1
SENP3	0
SENP6	0
SENP8	0
SEP15	0
SEPT1	0
SEPT10	2
SEPT11	0
SEPT13	0
SEPT14	0
SEPT2	1
SEPT4	1
SEPT5	0
SEPT6	1
SEPT7	0
SEPT8	0
SEPT9	0
SERBP1	1
SERGEF	0
SERINC1	1
SERPINA1	79
SERPINA10	0
SERPINA4	0
SERPINA5	8
SERPINB1	0
SERPINB12	0
SERPINB13	0
SERPINB2	7
SERPINB3	0
SERPINB4	0
SERPINB5	10
SERPINB6	8
SERPINB8	0
SERPINB9	0
SERPINC1	0
SERPIND1	1
SERPINE1	102
SERPINE2	6
SERPINF1	0
SERPINF2	0
SERPING1	88
SERPINI1	2
SERTAD1	0
SERTAD3	0
SESN1	0
SESN2	0
SESN3	0
SET	0
SETD1A	0
SETD2	0
SETD7	0
SETD8	0
SETDB1	0
SETMAR	0
SF1	0
SF3A1	0
SF3A2	3
SF3A3	0
SF3B1	0
SF3B14	0
SF3B2	0
SF3B3	0
SF3B4	3
SF3B5	0
SF4	0
SFI1	0
SFMBT1	0
SFN	26
SFPQ	0
SFRP1	3
SFRP2	0
SFRP4	13
SFRP5	0
SFRS1	3
SFRS10	1
SFRS11	1
SFRS12	37
SFRS17A	0
SFRS2	0
SFRS2B	0
SFRS2IP	0
SFRS3	0
SFRS4	0
SFRS5	0
SFRS6	0
SFRS7	0
SFRS8	0
SFRS9	3
SFTPA1	0
SFTPA2	0
SFTPB	0
SFTPC	0
SFTPD	2
SGCA	0
SGCB	0
SGCD	0
SGCE	0
SGCG	2
SGCZ	0
SGK1	0
SGK2	0
SGK3	0
SGMS1	0
SGOL1	0
SGOL2	0
SGTA	0
SH2B1	0
SH2B2	0
SH2B3	1
SH2D1A	0
SH2D1B	0
SH2D2A	0
SH2D3A	0
SH2D3C	0
SH2D4A	0
SH3BGRL	1
SH3BP1	0
SH3BP2	0
SH3BP5	5
SH3GL1	1
SH3GL2	241
SH3GL3	12
SH3GLB1	16
SH3GLB2	3
SH3KBP1	0
SH3PXD2A	0
SHANK1	0
SHANK2	0
SHANK3	0
SHB	0
SHC1	36
SHC2	0
SHC3	44
SHC4	0
SHD	0
SHE	0
SHFM1	0
SHH	0
SHISA5	0
SHMT2	1
SHOC2	0
SHPRH	0
SHROOM2	0
SI	0
SIAH1	0
SIAH2	1
SIGIRR	0
SIGLEC1	0
SIGLEC10	0
SIGLEC11	0
SIGLEC5	0
SIGLEC7	0
SIGLEC9	0
SIM1	0
SIM2	1
SIN3A	0
SIN3B	0
SIP1	0
SIPA1	0
SIPA1L1	0
SIRPA	0
SIRPG	0
SIRT1	0
SIRT2	0
SIRT3	0
SIRT6	0
SIT1	0
SIVA1	5
SIX1	2
SIX2	1
SIX3	2
SIX4	0
SIX5	0
SIX6	1
SKA1	0
SKAP1	0
SKAP2	0
SKI	0
SKIL	0
SKIP	0
SKIV2L2	0
SKP1	0
SKP2	1
SLA	29
SLA2	0
SLAMF1	0
SLBP	0
SLC10A1	0
SLC10A2	0
SLC11A1	0
SLC12A2	0
SLC12A3	0
SLC12A4	0
SLC15A2	0
SLC16A1	1
SLC16A3	0
SLC16A7	0
SLC16A8	0
SLC17A3	0
SLC17A7	242
SLC18A2	0
SLC18A3	0
SLC19A1	0
SLC1A1	0
SLC1A2	3
SLC1A3	1
SLC1A6	0
SLC20A1	0
SLC22A4	0
SLC22A5	0
SLC23A1	0
SLC24A1	0
SLC25A1	4
SLC25A10	0
SLC25A11	0
SLC25A12	0
SLC25A13	0
SLC25A17	0
SLC25A18	0
SLC25A21	0
SLC25A22	1
SLC25A3	0
SLC25A31	0
SLC25A36	0
SLC25A37	0
SLC25A4	4
SLC25A40	0
SLC25A5	0
SLC25A6	0
SLC26A3	0
SLC26A8	0
SLC27A1	0
SLC27A4	0
SLC2A1	0
SLC2A14	0
SLC2A2	0
SLC2A4	0
SLC30A3	1
SLC30A5	0
SLC30A6	0
SLC30A7	0
SLC33A1	0
SLC34A1	0
SLC34A2	0
SLC38A6	2
SLC39A6	0
SLC3A1	0
SLC3A2	1
SLC40A1	0
SLC4A1	0
SLC4A2	0
SLC4A3	3
SLC4A4	0
SLC4A7	0
SLC5A1	0
SLC5A5	0
SLC6A1	86
SLC6A2	0
SLC6A3	0
SLC6A4	2
SLC6A5	0
SLC6A6	0
SLC6A9	3
SLC7A10	0
SLC7A11	0
SLC7A5	0
SLC7A6	0
SLC7A7	0
SLC7A8	0
SLC7A9	0
SLC8A1	0
SLC9A1	0
SLC9A3	0
SLC9A3R1	3
SLC9A3R2	0
SLC9A3R2 VARIANT PROTEIN	0
SLCO1A2	0
SLCO1B1	0
SLCO1B3	0
SLCO1C1	0
SLCO3A1	0
SLIT1	1
SLIT2	15
SLIT3	0
SLK	0
SLN	2
SLPI	1
SLTM	0
SLU7	0
SMAD1	70
SMAD2	0
SMAD3	0
SMAD4	127
SMAD5	1
SMAD6	0
SMAD7	2
SMAD9	0
SMARCA1	0
SMARCA2	0
SMARCA4	2
SMARCA5	11
SMARCAL1	0
SMARCB1	0
SMARCC1	9
SMARCC2	1
SMARCD1	0
SMARCD2	10
SMARCD3	20
SMARCE1	0
SMC1A	0
SMC1B	0
SMC2	19
SMC3	4
SMC4	36
SMC5	0
SMC6	0
SMG1	0
SMG5	0
SMG6	0
SMG7	0
SMN1	0
SMNDC1	0
SMO	0
SMPD1	0
SMPD2	0
SMPD3	0
SMR3B	0
SMS	13
SMTN	1
SMUG1	0
SMURF1	0
SMURF2	0
SMYD1	0
SNAI1	0
SNAI2	73
SNAI3	0
SNAP23	8
SNAP25	237
SNAP29	0
SNAPC1	2
SNAPC2	0
SNAPC3	0
SNAPC4	0
SNAPC5	0
SNAPIN	0
SNCA	72
SNCAIP	4
SNCB	18
SND1	0
SNF1LK	2
SNF1LK2	0
SNF8	0
SNIP1	0
SNPH	7
SNRK	0
SNRNP200	0
SNRNP25	0
SNRNP40	0
SNRNP70	0
SNRPA	0
SNRPA1	0
SNRPB	3
SNRPB2	0
SNRPC	0
SNRPD1	0
SNRPD2	0
SNRPD3	0
SNRPE	4
SNRPF	0
SNRPG	4
SNRPN	0
SNTA1	0
SNTB1	0
SNTB2	0
SNUPN	0
SNURF	0
SNW1	0
SNX1	0
SNX13	0
SNX15	0
SNX17	1
SNX2	0
SNX26	0
SNX3	0
SNX32	0
SNX4	0
SNX5	0
SNX6	0
SNX9	0
SOCS1	0
SOCS2	46
SOCS3	0
SOCS4	0
SOCS5	0
SOCS6	0
SOCS7	0
SOD1	0
SOD2	1
SOD3	0
SOHLH2	0
SON	0
SORBS1	0
SORBS3	0
SORCS3	0
SORL1	0
SORT1	0
SOS1	0
SOS2	0
SOSTDC1	3
SOX1	0
SOX10	0
SOX11	2
SOX15	0
SOX17	0
SOX18	0
SOX2	1
SOX3	0
SOX5	0
SOX6	0
SOX7	0
SOX8	0
SOX9	3
SP1	0
SP100	3
SP110	18
SP140	1
SP2	0
SP3	86
SP4	0
SP6	0
SP7	0
SP8	0
SPA17	0
SPAG16	1
SPAG4	0
SPAG5	1
SPAG6	0
SPAG9	0
SPARC	66
SPARCL1	3
SPATA2	0
SPATA5	0
SPATA5L1	0
SPC18	0
SPC24	0
SPC25	18
SPCS1	0
SPCS2	0
SPCS3	10
SPDEF	0
SPDYA	0
SPEN	0
SPG20	0
SPG7	0
SPHK1	6
SPHK2	0
SPHKAP	0
SPI1	8
SPIB	0
SPIC	0
SPINK1	0
SPINT1	6
SPINT2	1
SPN	0
SPOCK2	0
SPOCK3	0
SPON1	6
SPOP	0
SPP1	130
SPRED1	0
SPRED2	0
SPRR1A	0
SPRR1B	0
SPRR2A	0
SPRR3	3
SPRY1	128
SPRY2	17
SPRY3	0
SPRY4	57
SPSB1	0
SPTA1	0
SPTAN1	3
SPTB	0
SPTBN1	0
SPTBN2	0
SPTBN4	0
SPTBN5	0
SPTLC1	0
SPTLC2	0
SPTLC3	0
SQSTM1	0
SR140	0
SRA1	0
SRC	0
SRCAP	0
SREBF1	0
SREBF2	0
SRF	0
SRGAP1	0
SRGAP2	0
SRGAP3	3
SRGN	86
SRI	1
SRM	0
SRMS	0
SRP14	0
SRP19	0
SRP54	0
SRP68	0
SRP72	0
SRP9	0
SRPK1	1
SRPK2	0
SRPK3	0
SRPR	0
SRPRB	0
SRPX	4
SRR	0
SRRM1	0
SRRM2	0
SRY	0
SS18	0
SSB	1
SSBP1	0
SSBP2	0
SSBP3	0
SSBP4	0
SSH1	0
SSH2	0
SSH3	0
SSNA1	0
SSPN	0
SSR1	35
SSR2	7
SSR3	34
SSR4	0
SSRP1	2
SSSCA1	0
SST	30
SSTR1	0
SSTR2	0
SSTR3	0
SSTR4	0
SSTR5	0
SSU72	0
SSX1	0
SSX2IP	0
SSX4	0
ST13	0
ST14	5
ST6GAL1	0
ST8SIA2	0
ST8SIA3	0
ST8SIA4	0
STAB1	1
STAG1	1
STAG2	9
STAM	4
STAM2	0
STAMBP	0
STAP1	0
STAR	0
STARD13	1
STARD5	0
STARD8	0
STAT1	21
STAT2	0
STAT3	16
STAT4	114
STAT5A	0
STAT5B	0
STAT6	0
STAU1	0
STEAP3	27
STIL	3
STIM1	0
STIM2	0
STIP1	0
STK10	0
STK11	0
STK16	0
STK17A	14
STK17B	1
STK24	0
STK25	0
STK3	0
STK35	0
STK36	0
STK38	0
STK38L	1
STK39	0
STK4	0
STM7	0
STMN1	0
STMN2	9
STMN3	0
STOML3	0
STON1	4
STON2	0
STRA13	0
STRADA	0
STRADB	0
STRAP	0
STRBP	0
STRN	0
STRN3	0
STRN4	1
STT3A	44
STT3B	0
STUB1	0
STX10	1
STX11	1
STX12	3
STX16	0
STX17	0
STX18	0
STX1A	240
STX1B	0
STX1C	0
STX2	0
STX3	0
STX4	0
STX5	0
STX6	0
STX7	0
STX8	0
STXBP1	236
STXBP2	2
STXBP3	0
STXBP4	0
STXBP5	0
STXBP6	108
SUB1	0
SUCLA2	0
SUCLG1	0
SUCLG2	0
SUDS3	0
SUFU	0
SUGT1	0
SULT1A1	7
SULT1A2	0
SULT1A3	0
SULT1E1	0
SULT2B1	0
SUMO1	0
SUMO2	0
SUMO3	0
SUMO4	0
SUPT16H	0
SUPT3H	0
SUPT4H1	0
SUPT5H	0
SUPT7L	0
SURF1	0
SURF2	0
SUV39H1	0
SUV39H2	0
SUZ12	0
SV2A	11
SV2B	39
SV2C	2
SVEP1	0
SVIL	0
SYCP3	0
SYDE1	0
SYDE2	0
SYK	34
SYMPK	0
SYN1	251
SYN2	249
SYN3	0
SYNCRIP	4
SYNGAP1	0
SYNJ1	26
SYNJ2	0
SYNJ2BP	0
SYNM	0
SYP	1
SYT1	240
SYT14	0
SYT16	0
SYT2	0
SYT3	0
SYT4	0
SYT5	0
SYTL1	0
SYTL2	0
SYTL4	0
SYTL5	0
SYVN1	0
T	0
TAAR1	0
TAAR2	0
TAAR3	0
TAAR5	0
TAAR6	0
TAAR8	0
TAAR9	0
TAC1	4
TAC3	7
TAC4	0
TACC1	0
TACC3	0
TACR1	0
TACR2	0
TACR3	0
TACSTD1	10
TADA2L	0
TADA3L	0
TAF1	0
TAF10	0
TAF11	0
TAF12	11
TAF13	0
TAF15	0
TAF1A	6
TAF1B	1
TAF1C	0
TAF1L	0
TAF2	0
TAF4	0
TAF4B	0
TAF5	1
TAF5L	0
TAF6	0
TAF6L	0
TAF7	0
TAF7L	0
TAF9	1
TAF9B	0
TAGAP	0
TAGLN	41
TAGLN3	38
TAK1	0
TAL1	0
TAL2	0
TALDO1	0
TANK	2
TAOK1	0
TAOK2	0
TAOK3	0
TAP1	32
TAP2	1
TAPBP	0
TARBP2	1
TARDBP	0
TARS	0
TAS1R1	0
TAS1R2	0
TAS1R3	0
TAS2R1	0
TAS2R10	0
TAS2R13	0
TAS2R14	0
TAS2R16	0
TAS2R3	0
TAS2R38	0
TAS2R39	0
TAS2R4	0
TAS2R40	0
TAS2R41	0
TAS2R42	0
TAS2R43	0
TAS2R44	0
TAS2R45	0
TAS2R46	0
TAS2R48	0
TAS2R49	0
TAS2R5	0
TAS2R50	0
TAS2R60	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
TAX1BP1	0
TAX1BP3	0
TBC1D10A	0
TBC1D4	0
TBCA	0
TBCB	0
TBCC	0
TBCD	0
TBCE	0
TBK1	0
TBKBP1	0
TBL1X	0
TBL1XR1	4
TBL1Y	0
TBL3	0
TBP	1
TBPL1	0
TBPL2	0
TBR1	0
TBRG1	0
TBRG4	0
TBX1	0
TBX15	0
TBX18	0
TBX19	0
TBX2	1
TBX20	0
TBX21	0
TBX22	0
TBX3	4
TBX4	0
TBX5	0
TBX6	0
TBXA2R	0
TBXAS1	2
TC4	0
TCAP	0
TCEA1	0
TCEAL1	0
TCEAL2	0
TCEAL4	0
TCEB1	0
TCEB2	0
TCEB3	0
TCEB3B	0
TCEB3C	0
TCERG1	0
TCF12	40
TCF20	0
TCF21	0
TCF3	0
TCF4	3
TCF7	0
TCF7L1	18
TCF7L2	0
TCHH	0
TCIRG1	1
TCL1A	0
TCL1B	0
TCN2	0
TCRA	0
TCRB	0
TCRBV8S1	0
TDG	9
TDGF1	0
TDP1	0
TDRD7	0
TEAD1	0
TEAD2	0
TEAD3	0
TEAD4	0
TEC	0
TEF	0
TEK	0
TENC1	0
TEP1	1
TERF1	0
TERF2	2
TERF2IP	2
TERT	1
TES	0
TESK1	0
TESK2	0
TF	59
TFAM	0
TFAP2A	5
TFAP2B	2
TFAP2C	0
TFB1M	0
TFB2M	1
TFCP2	0
TFDP1	13
TFDP2	3
TFDP3	0
TFE3	0
TFEB	0
TFEC	0
TFF1	0
TFF2	0
TFF3	0
TFG	0
TFIP11	0
TFPI	47
TFPI2	2
TFR2	0
TFRC	9
TG	0
TGFA	0
TGFB1	25
TGFB1I1	40
TGFB2	6
TGFB3	2
TGFBI	21
TGFBR1	0
TGFBR2	4
TGFBR3	2
TGFBRAP1	0
TGIF1	28
TGIF2	0
TGM1	0
TGM2	3
TGM3	0
TGM4	0
TGOLN2	0
TGS1	0
TH	0
TH1L	0
THAP11	0
THAP7	0
THBD	19
THBS1	41
THBS2	20
THBS3	4
THBS4	25
THEG	0
THEM4	0
THOC1	0
THOC2	0
THOC3	0
THOC4	0
THOP1	0
THPO	0
THRA	0
THRAP3	0
THRB	0
THY1	4
TIA1	9
TIAF1	0
TIAL1	0
TIAM1	15
TIAM2	0
TICAM1	0
TICAM2	0
TIE1	3
TIMELESS	41
TIMM10	0
TIMM13	0
TIMM17A	0
TIMM17B	0
TIMM22	0
TIMM23	0
TIMM44	0
TIMM50	0
TIMM8A	0
TIMM8B	0
TIMM9	0
TIMP1	34
TIMP2	0
TIMP3	3
TIMP4	2
TINAGL1	0
TINF2	0
TINP1	0
TIRAP	0
TJP1	0
TJP2	2
TJP3	0
TK1	5
TK2	0
TKT	0
TLE1	0
TLE2	1
TLE3	1
TLE4	0
TLK1	1
TLK2	0
TLL1	0
TLL2	0
TLN1	42
TLN2	13
TLR1	15
TLR10	0
TLR2	35
TLR3	7
TLR4	2
TLR5	6
TLR6	0
TLR7	10
TLR8	1
TLR9	0
TLX1	0
TLX2	0
TLX3	0
TMBIM6	0
TMED1	0
TMED10	0
TMED2	9
TMED3	0
TMED5	0
TMEM123	11
TMEM126B	0
TMEM47	2
TMEM48	0
TMF1	0
TMOD1	21
TMOD4	0
TMPO	21
TMSB10	0
TMSB4X	0
TMSB4Y	0
TMSL3	0
TNC	260
TNF	2
TNFAIP3	23
TNFAIP6	142
TNFAIP8	1
TNFRSF10A	0
TNFRSF10B	4
TNFRSF10C	0
TNFRSF10D	0
TNFRSF11A	0
TNFRSF11B	3
TNFRSF12A	0
TNFRSF13B	0
TNFRSF13C	0
TNFRSF14	1
TNFRSF17	1
TNFRSF18	0
TNFRSF19	0
TNFRSF1A	66
TNFRSF1B	8
TNFRSF21	0
TNFRSF25	0
TNFRSF4	0
TNFRSF6B	0
TNFRSF8	1
TNFRSF9	0
TNFSF10	13
TNFSF11	0
TNFSF12	0
TNFSF13	0
TNFSF13B	0
TNFSF14	1
TNFSF15	0
TNFSF18	0
TNFSF4	1
TNFSF8	0
TNFSF9	0
TNIK	0
TNIP1	4
TNIP2	0
TNK1	0
TNK2	0
TNKS	0
TNKS1BP1	0
TNKS2	0
TNN	1
TNNC1	2
TNNC2	0
TNNI1	0
TNNI2	0
TNNI3	0
TNNT1	17
TNNT2	0
TNNT3	0
TNPO1	0
TNPO2	0
TNPO2 VARIANT PROTEIN	0
TNPO3	0
TNR	0
TNRC4	0
TNS1	0
TNS3	0
TNXB	0
TOB1	0
TOB2	0
TOLLIP	0
TOM1	0
TOM1L1	0
TOMM20	0
TOMM22	0
TOMM34	0
TOMM40	0
TOMM40L	0
TOMM7	0
TOMM70A	0
TOP1	0
TOP1MT	0
TOP2A	142
TOP2B	0
TOP3A	0
TOP3B	0
TOPBP1	0
TOPORS	0
TOR1A	0
TOR1B	0
TOR2A	0
TP53	69
TP53AIP1	0
TP53BP1	0
TP53BP2	1
TP53I3	43
TP53INP1	0
TP53RK	0
TP53TG5	0
TP63	2
TP73	0
TPH1	0
TPH2	0
TPI1	0
TPM1	4
TPM2	13
TPM3	0
TPM4	15
TPO	0
TPR	1
TPSAB1	0
TPSB2	0
TPT1	0
TPTE	0
TPX2	40
TRA1	0
TRA2A	2
TRA@	0
TRAC	0
TRADD	0
TRAF1	1
TRAF2	0
TRAF3	1
TRAF3IP2	0
TRAF3IP3	0
TRAF4	0
TRAF5	1
TRAF6	0
TRAF7	0
TRAIP	0
TRAK1	0
TRAM1	14
TRAM2	25
TRAP1	0
TRAPPC2	0
TRAPPC2L	0
TRAPPC3	0
TRAPPC4	0
TRAPPC6A	0
TRAT1	0
TRBC1	0
TRBV19	0
TRBV3-1	0
TRBV5-4	0
TRDMT1	0
TRDN	0
TREM1	22
TREM2	33
TRERF1	0
TREX2	0
TRGV3	0
TRH	0
TRHR	0
TRIB1	0
TRIB3	9
TRIM2	0
TRIM21	0
TRIM22	78
TRIM23	0
TRIM24	5
TRIM26	0
TRIM27	0
TRIM28	6
TRIM29	6
TRIM3	0
TRIM33	0
TRIM37	2
TRIM38	0
TRIM5	0
TRIM54	0
TRIM55	0
TRIM63	0
TRIM71	0
TRIO	0
TRIP10	3
TRIP11	0
TRIP12	0
TRIP4	0
TRIP6	15
TRM61	0
TRMT6	0
TRO	0
TROAP	2
TROVE2	0
TRPC1	0
TRPC3	0
TRPC4	0
TRPC4AP	0
TRPC5	0
TRPC6	0
TRPC7	0
TRPM2	0
TRPM5	0
TRPM6	0
TRPM7	0
TRPS1	0
TRPV1	0
TRPV2	0
TRPV4	0
TRPV5	0
TRPV6	0
TRRAP	12
TSC1	1
TSC2	0
TSC22D1	1
TSC22D3	0
TSC22D4	0
TSEN15	0
TSEN2	0
TSEN34	0
TSEN54	0
TSFM	0
TSG101	0
TSGA14	0
TSHB	0
TSHR	3
TSLP	0
TSLPR	0
TSN	0
TSNARE1	0
TSNAX	0
TSPAN4	5
TSPYL2	1
TSR1	0
TSSK1B	0
TSSK4	0
TST	0
TSTA3	0
TTBK1	0
TTC1	0
TTC3	1
TTC37	0
TTF1	0
TTF2	3
TTK	160
TTN	0
TTR	1
TTRAP	0
TUB	0
TUBA1A	3
TUBA1B	0
TUBA1C	0
TUBA3C	0
TUBA3E	0
TUBA4A	89
TUBA4B	0
TUBA8	0
TUBAL3	0
TUBB	1
TUBB1	0
TUBB2A	15
TUBB2B	14
TUBB2C	0
TUBB3	11
TUBB4	98
TUBB4Q	0
TUBB6	52
TUBB8	0
TUBG1	1
TUBG2	12
TUBGCP2	0
TUBGCP3	0
TUBGCP4	0
TUBGCP5	0
TUBGCP6	0
TUFM	0
TUFT1	0
TULP1	0
TULP2	0
TULP4	0
TWF1	0
TWIST1	15
TWIST2	0
TWSG1	4
TXK	0
TXN	0
TXN2	0
TXNDC1	6
TXNDC5	2
TXNDC9	0
TXNIP	4
TXNL1	0
TXNL4A	0
TXNL4B	0
TXNRD1	0
TXNRD2	0
TXNRD3	0
TYK2	0
TYMP	0
TYMS	141
TYR	0
TYRO3	0
TYROBP	37
TYRP1	0
U2AF1	0
U2AF1L4	0
U2AF2	0
UACA	0
UBA1	0
UBA2	0
UBA3	0
UBA52	0
UBA7	0
UBAC1	0
UBB	0
UBD	3
UBE2A	0
UBE2B	0
UBE2C	139
UBE2D1	0
UBE2D2	0
UBE2D3	0
UBE2D4	0
UBE2E1	0
UBE2E2	0
UBE2E3	0
UBE2G1	1
UBE2G2	0
UBE2H	0
UBE2I	0
UBE2J1	0
UBE2J2	0
UBE2K	0
UBE2L3	0
UBE2L6	1
UBE2M	0
UBE2N	0
UBE2NL	0
UBE2Q1	0
UBE2R2	0
UBE2S	0
UBE2T	0
UBE2V1	0
UBE2V2	0
UBE2Z	0
UBE3A	0
UBE3B	0
UBE3C	0
UBE4A	0
UBE4B	0
UBL4A	0
UBL7	0
UBLCP1	0
UBOX5	0
UBP1	0
UBQLN1	0
UBQLN2	0
UBQLN4	0
UBR1	0
UBR2	0
UBR5	0
UBTF	0
UBXN1	0
UBXN10	0
UBXN4	0
UBXN6	0
UBXN7	0
UBXN8	0
UCHL1	1
UCHL3	0
UCN	0
UCP1	0
UCP2	43
UCP3	0
UFC1	0
UFD1L	0
UGCG	0
UGCGL1	0
UGT1A1	0
UGT1A10	0
UGT1A3	0
UGT1A4	0
UGT1A5	0
UGT1A6	0
UGT1A9	0
UGT2B11	0
UGT2B15	1
UGT2B17	0
UGT2B4	0
UGT2B7	0
UGT8	0
UHMK1	0
UHRF1	0
UIMC1	0
ULBP1	0
ULBP2	0
ULBP3	0
ULK1	0
ULK2	0
ULK3	0
UMOD	0
UMPS	0
UNC119	0
UNC13A	0
UNC13B	1
UNC13C	0
UNC13D	0
UNC5A	0
UNC5B	0
UNC5C	0
UNC5D	0
UNG	1
UPF1	0
UPF2	0
UPF3A	0
UPF3B	2
UPK1A	0
UPK1B	0
UPK2	0
UPK3A	0
UPP1	12
UQCR	0
UQCR10	0
UQCRB	0
UQCRC1	1
UQCRC2	1
UQCRFS1	1
UQCRH	0
UQCRQ	0
URF-RET	0
UROD	0
UROS	0
USE1	0
USF1	0
USF2	0
USH1C	1
USH1G	0
USH2A	0
USO1	0
USP1	0
USP10	0
USP11	0
USP14	0
USP15	0
USP16	0
USP18	2
USP2	0
USP33	0
USP34	0
USP39	0
USP6	0
USP7	0
USP8	0
USP9X	0
UTF1	0
UTP15	0
UTRN	1
UTS2	0
UTS2R	0
UXT	0
VAC14	0
VAMP1	0
VAMP2	35
VAMP3	1
VAMP4	0
VAMP7	0
VAMP8	133
VANGL1	0
VANGL2	0
VAPA	0
VAPB	0
VARS	0
VASP	0
VAV1	0
VAV2	0
VAV3	28
VBP1	1
VCAM1	178
VCAN	213
VCL	0
VCP	0
VCPIP1	0
VDAC1	1
VDAC2	0
VDAC3	0
VDR	0
VEGFA	163
VEGFB	0
VEGFC	5
VEZT	0
VGF	0
VGLL1	0
VGLL2	0
VGLL4	0
VHL	0
VIL1	0
VIM	29
VIP	10
VIPR1	7
VIPR2	0
VLDLR	2
VPREB1	0
VPREB3	0
VPS11	0
VPS13B	0
VPS13C	0
VPS16	0
VPS18	0
VPS24	0
VPS25	0
VPS26A	0
VPS26B	0
VPS28	0
VPS29	0
VPS33A	0
VPS35	0
VPS36	0
VPS39	0
VPS41	0
VPS45	0
VPS4A	0
VPS4B	0
VPS72	0
VSIG4	55
VSX2	0
VTI1A	0
VTI1B	1
VTN	2
VWA2	0
VWF	15
WAC	0
WAPAL	0
WARS	0
WARS2	0
WAS	0
WASF1	7
WASF2	0
WASF3	1
WASF4	0
WASL	0
WBP11	0
WBP4	0
WBP7	0
WDR12	0
WDR26	0
WDR3	0
WDR36	0
WDR48	0
WDR5	0
WDR5B	2
WDR6	0
WDR77	0
WDSOF1	0
WEE1	69
WEE2	0
WHRN	0
WHSC2	0
WIF1	54
WIPF1	10
WISP1	1
WISP2	2
WNK1	0
WNK2	0
WNK4	0
WNT1	0
WNT10A	0
WNT10B	17
WNT11	0
WNT16	0
WNT2	0
WNT2B	0
WNT3	0
WNT3A	0
WNT4	0
WNT5A	49
WNT5B	0
WNT6	0
WNT7A	0
WNT7B	0
WNT8A	0
WNT8B	0
WNT9A	0
WNT9B	0
WRN	8
WRNIP1	0
WSB1	0
WT1	4
WTAP	0
WTIP	0
WUGSC:H_LUCA15.1	0
WUGSC:H_LUCA16.1	0
WUGSC:H_RG363E19.2	0
WWOX	0
WWP1	0
WWP2	0
WWTR1	1
XAB2	0
XB	0
XBP1	0
XCL1	0
XCL2	0
XCR1	0
XDH	0
XIAP	0
XPA	0
XPC	0
XPNPEP1	0
XPNPEP2	0
XPO1	0
XPO4	0
XPO5	0
XPO6	0
XPO7	0
XPOT	0
XRCC1	0
XRCC2	2
XRCC3	0
XRCC4	0
XRCC5	0
XRCC6	0
XRN1	0
XRN2	0
YAP1	0
YARS	0
YARS2	0
YBX1	10
YEATS4	21
YES1	73
YIF1A	0
YIPF5	0
YKT6	0
YME1L1	0
YTHDC1	0
YWHAB	1
YWHAE	0
