168190	419097
118585	62125
59840	31632
39118	21403
29234	16142
23103	12880
19323	10839
16642	9328
14622	8211
12880	7286
11688	6622
10307	6237
9545	5766
8749	5222
8099	5050
7612	4566
7255	4446
6779	4049
6843	3987
6449	3787
6168	3429
5957	3393
5812	3342
5493	3063
5365	2909
5314	2803
5050	2680
4875	2640
4673	2592
4587	2425
4264	2384
4072	2194
3950	2141
3952	2107
3851	1971
3625	1919
3556	1861
3489	1721
3346	1751
3457	1747
3507	1712
3362	1601
3322	1573
3423	1391
3456	1369
3433	1278
3336	1191
3127	1044
2990	866
2968	576
1959	254
710602
