163439	415573
118661	61643
60235	32072
39427	21393
29655	16065
23376	12997
19543	10797
16861	9476
14790	8333
13000	7502
11837	6773
10385	6175
9635	5747
8765	5345
8137	4810
7638	4725
7251	4283
6886	4248
6752	4070
6432	3740
6269	3557
6014	3425
5749	3360
5447	3067
5296	3083
5350	2976
5127	2824
4893	2716
4647	2566
4661	2467
4349	2321
4066	2255
4034	2186
3994	2153
3936	2079
3697	1960
3660	1884
3601	1861
3387	1875
3552	1795
3550	1745
3462	1732
3442	1721
3522	1618
3601	1513
3539	1419
3501	1373
3277	1280
3159	1009
3086	730
2029	285
710602
