143521	368042
102069	42056
48082	20263
29944	12600
21598	9332
16530	7263
13344	6038
11084	4960
9582	4221
8508	3728
7686	3161
6812	2960
6457	2714
5866	2407
5454	2238
4949	2146
4780	1896
4404	1766
4066	1643
3873	1537
3795	1413
3512	1320
3362	1198
3042	1138
2800	1089
2662	1123
2495	948
2474	924
2368	891
2305	883
2274	793
2253	803
2151	790
2105	708
1968	688
1869	764
1843	658
1820	596
1723	552
1692	563
1679	519
1653	494
1559	451
1534	418
1448	343
1330	348
1330	323
1192	221
1288	168
1351	96
736	28
522222
