133062	400217
120355	61547
62012	32000
41135	21773
31022	16494
24378	13414
20406	10932
17532	9615
15292	8428
13368	7633
12209	6989
10957	6566
9942	5954
9177	5541
8529	5089
8112	4895
7639	4739
7234	4432
7142	4206
6841	4058
6625	3904
6440	3762
6231	3525
6009	3438
5741	3207
5770	3253
5659	3337
5350	2953
5147	2947
5108	2831
4753	2713
4501	2618
4412	2472
4412	2463
4270	2319
4163	2365
4081	2332
4127	2158
3996	2160
4138	2170
4139	2172
4089	2148
4153	2067
4171	1988
4218	1989
4281	1930
4360	1870
4168	1830
4032	1692
3830	1376
2587	794
711305
