138761	403489
120111	61545
61615	31980
40874	21748
30778	16468
24204	13254
20169	11348
17296	9455
15055	8459
13211	7497
12010	7008
10725	6245
9875	5948
9012	5539
8459	5178
7974	4830
7584	4666
7151	4344
7068	4087
6798	3960
6543	3760
6375	3609
6207	3514
5964	3449
5684	3253
5737	3155
5573	3059
5250	2960
5047	2854
4979	2791
4647	2540
4398	2541
4357	2476
4291	2387
4250	2329
4063	2249
3997	2228
4065	2085
3932	2076
4069	2054
4125	2075
4052	2021
4054	2022
4121	1992
4186	1912
4210	1894
4240	1815
4017	1722
3851	1420
3740	1319
2551	696
711305
