168190	419186
118585	61938
59840	31855
39118	21336
29234	16069
23103	12669
19323	10851
16642	9396
14622	8232
12880	7600
11688	6822
10307	6043
9545	5842
8749	5222
8099	4904
7612	4617
7255	4293
6779	4223
6843	3919
6449	3679
6168	3416
5957	3246
5812	3236
5493	2985
5365	2931
5314	2911
5050	2756
4875	2670
4673	2519
4587	2426
4264	2277
4072	2220
3950	2155
3952	2019
3851	1966
3625	1955
3556	1826
3489	1806
3346	1708
3457	1704
3507	1692
3362	1658
3322	1581
3423	1473
3456	1372
3433	1318
3336	1214
3127	1113
2990	887
2968	635
1959	231
710602
