133062	399170
120355	62217
62012	32346
41135	21949
31022	16653
24378	13405
20406	11301
17532	9643
15292	8599
13368	7632
12209	7010
10957	6312
9942	5955
9177	5397
8529	5011
8112	4975
7639	4761
7234	4341
7142	4096
6841	4009
6625	3830
6440	3679
6231	3571
6009	3480
5741	3282
5770	3189
5659	3063
5350	2976
5147	2821
5108	2835
4753	2731
4501	2665
4412	2565
4412	2412
4270	2320
4163	2379
4081	2292
4127	2215
3996	2195
4138	2180
4139	2245
4089	1989
4153	2104
4171	2016
4218	2060
4281	1951
4360	1941
4168	1791
4032	1600
3830	1352
2587	794
711305
