89533	301796
45304	40762
30879	21697
23398	14550
18130	10516
14902	8613
14863	7061
11756	5866
8762	5075
9111	4527
9042	3928
7490	3526
7396	3243
6362	2986
6466	2655
5976	2541
5344	2403
4578	2250
4217	2060
4240	1922
3758	1785
3768	1777
4573	1639
3867	1536
3285	1512
3378	1488
2891	1298
3581	1319
3394	1276
3290	1179
2996	1128
2994	1143
2594	1086
1798	1070
2299	996
2297	976
2096	968
2099	951
2200	904
1900	874
1699	861
1900	763
2200	733
1498	739
1900	684
1700	662
1100	664
1300	661
1400	647
2300	683
800	621
1399	636
1300	598
1800	552
1500	606
600	555
1100	587
1500	571
900	537
1000	536
1700	492
1100	528
1000	487
1300	478
1800	475
1000	423
900	460
700	451
1300	408
1100	442
800	418
1800	430
900	454
900	418
1100	428
1400	389
500	365
1000	401
700	402
400	382
1000	358
700	386
1000	365
900	368
900	334
1100	330
800	324
400	312
300	312
900	317
500	291
1100	269
1300	316
900	281
600	295
700	279
800	295
400	303
800	286
700	286
1200	259
600	257
800	257
700	277
700	254
700	234
400	226
900	257
500	262
600	235
300	230
700	232
500	236
800	238
300	213
400	217
400	232
600	243
800	221
300	239
100	202
700	202
400	204
600	204
700	206
1100	176
400	192
400	184
400	148
600	196
600	179
600	181
200	203
800	184
300	186
300	189
500	148
200	179
200	162
400	175
1000	162
400	148
600	142
500	157
500	160
800	168
900	146
200	136
200	145
600	132
200	161
200	129
700	120
400	152
400	124
200	136
300	139
200	146
500	134
200	144
300	136
100	119
300	109
400	107
400	138
0	122
300	132
400	116
700	115
500	105
200	123
300	102
600	114
600	101
100	116
400	100
200	105
300	99
300	102
400	97
300	108
400	106
200	75
300	94
400	78
300	101
400	92
500	87
500	97
300	83
300	93
200	105
200	104
100	106
300	99
900	109
100	91
500	91
100	99
300	85
400	86
400	93
200	87
500	90
100	74
100	80
100	92
200	73
200	81
0	87
200	85
0	67
200	95
400	69
300	67
100	66
300	57
300	66
500	64
400	77
200	65
200	62
100	70
200	58
300	81
500	56
400	61
600	69
300	54
100	69
300	64
300	63
100	58
100	61
200	49
400	52
300	54
200	62
200	44
400	56
100	63
0	47
100	38
200	58
0	47
200	49
200	46
300	38
500	43
300	49
0	48
300	57
300	37
200	37
300	45
400	43
200	38
100	33
300	35
200	32
300	41
100	37
200	38
200	34
0	32
0	38
200	37
200	30
600	33
200	23
200	27
200	26
200	21
0	21
100	14
200	23
100	22
100	18
200	15
100	22
400	16
100	20
300	11
0	21
300	19
100	20
200	22
200	22
200	10
100	14
100	12
0	11
100	12
0	14
100	11
0	5
0	13
0	5
200	7
300	7
100	9
100	5
500	5
500	9
300	3
200	5
300	2
200	2
300	3
0	2
200	6
200	0
100	1
0	1
100	1
100	0
0	0
0	1
0	0
100	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
520903
