135412	400659
119903	62295
61787	32131
41005	21845
31021	16560
24423	12999
20427	11202
17489	9623
15247	8413
13327	7707
12127	6989
10846	6409
9874	5870
9074	5587
8546	5092
8055	5005
7605	4640
7195	4430
7106	4212
6826	3922
6578	3724
6390	3716
6206	3589
5969	3439
5693	3301
5779	3123
5639	3062
5285	2953
5120	2880
5061	2757
4720	2732
4500	2537
4437	2565
4379	2399
4320	2334
4153	2193
4076	2267
4111	2248
3995	2158
4105	2133
4124	2163
4060	2153
4089	2130
4153	1951
4203	2059
4266	1908
4305	1844
4073	1725
3894	1592
3763	1380
2564	700
711305
