159015	412586
118671	61684
60398	31712
39633	21356
29771	16144
23458	12792
19572	11084
16936	9321
14927	8338
13160	7556
11904	6877
10506	6188
9782	5882
8783	5292
8228	4982
7733	4828
7366	4516
6974	4221
6771	4005
6522	3793
6276	3668
6046	3461
5828	3353
5531	3258
5426	3067
5397	3097
5193	2939
4955	2853
4721	2702
4720	2560
4384	2455
4138	2218
4102	2221
4050	2202
4003	2132
3843	2088
3810	2041
3764	2035
3511	1950
3674	1844
3649	1774
3558	1749
3510	1721
3601	1656
3705	1578
3629	1574
3609	1419
3388	1281
3243	1203
3169	926
2059	420
710602
