138761	402936
120111	62068
61615	32148
40874	21834
30778	16492
24204	13177
20169	11090
17296	9445
15055	8497
13211	7416
12010	6957
10725	6250
9875	6023
9012	5518
8459	5053
7974	4944
7584	4590
7151	4411
7068	4207
6798	3954
6543	3894
6375	3560
6207	3509
5964	3499
5684	3227
5737	3146
5573	3028
5250	2919
5047	2851
4979	2775
4647	2574
4398	2522
4357	2490
4291	2429
4250	2390
4063	2224
3997	2200
4065	2180
3932	2189
4069	2140
4125	2123
4052	2031
4054	2021
4121	1926
4186	1898
4210	1836
4240	1721
4017	1640
3851	1470
3740	1200
2551	683
711305
