168190	418610
118585	62367
59840	31406
39118	21286
29234	16102
23103	13005
19323	10777
16642	9532
14622	8201
12880	7420
11688	6755
10307	6215
9545	5619
8749	5330
8099	4889
7612	4686
7255	4312
6779	4117
6843	3962
6449	3703
6168	3454
5957	3316
5812	3229
5493	3127
5365	2943
5314	2942
5050	2811
4875	2593
4673	2506
4587	2484
4264	2312
4072	2225
3950	2199
3952	1958
3851	1987
3625	1867
3556	1916
3489	1832
3346	1753
3457	1739
3507	1663
3362	1566
3322	1558
3423	1429
3456	1451
3433	1363
3336	1231
3127	1087
2990	895
2968	624
1959	248
710602
