163439	415309
118661	62061
60235	31880
39427	21121
29655	16141
23376	12951
19543	10831
16861	9499
14790	8353
13000	7452
11837	6785
10385	6324
9635	5790
8765	5344
8137	4871
7638	4616
7251	4438
6886	4221
6752	4025
6432	3634
6269	3444
6014	3447
5749	3353
5447	3055
5296	3088
5350	2965
5127	2816
4893	2634
4647	2508
4661	2539
4349	2399
4066	2293
4034	2266
3994	2156
3936	2159
3697	2008
3660	1901
3601	1950
3387	1948
3552	1778
3550	1769
3462	1731
3442	1686
3522	1558
3601	1530
3539	1406
3501	1328
3277	1189
3159	1072
3086	622
2029	358
710602
