133062	399796
120355	61884
62012	32147
41135	21711
31022	16441
24378	13129
20406	10990
17532	9700
15292	8559
13368	7660
12209	7038
10957	6432
9942	5942
9177	5633
8529	5160
8112	5013
7639	4647
7234	4451
7142	4250
6841	3906
6625	3827
6440	3661
6231	3655
6009	3446
5741	3329
5770	3203
5659	3106
5350	3062
5147	2956
5108	2816
4753	2678
4501	2643
4412	2509
4412	2522
4270	2362
4163	2336
4081	2288
4127	2335
3996	2264
4138	2158
4139	2150
4089	2079
4153	1989
4171	2079
4218	2036
4281	2061
4360	1883
4168	1737
4032	1587
3830	1350
2587	709
711305
