138481	364634
102551	42218
48588	20360
30198	12859
21679	9534
16683	7400
13318	6017
11079	5006
9673	4311
8543	3703
7836	3224
6905	2949
6711	2786
6000	2560
5660	2296
5156	2182
4948	2016
4555	1770
4214	1771
4027	1637
3905	1512
3610	1387
3445	1290
3153	1199
2868	1165
2768	1058
2495	1018
2490	1023
2375	914
2341	918
2247	869
2275	873
2135	807
2099	782
2041	750
1936	728
1897	708
1852	654
1794	612
1768	652
1767	588
1766	567
1686	533
1608	490
1538	435
1442	390
1381	347
1246	276
1333	246
1397	143
759	55
522222
