140547	365947
102408	42032
48534	20091
30161	13072
21620	9428
16581	7089
13384	5962
11098	4939
9607	4230
8543	3692
7814	3377
6939	3002
6614	2787
5978	2433
5576	2324
5102	2115
4922	1919
4497	1779
4151	1675
3954	1559
3840	1540
3588	1433
3424	1295
3089	1190
2833	1141
2680	1060
2467	997
2476	982
2327	968
2316	972
2275	828
2272	894
2142	864
2082	716
2001	694
1869	729
1855	700
1815	605
1745	619
1698	615
1682	590
1674	576
1605	493
1549	493
1481	394
1379	392
1369	356
1219	260
1307	201
1383	127
750	46
522222
