138481	365054
102551	42037
48588	20308
30198	13071
21679	9423
16683	7472
13318	6076
11079	4977
9673	4405
8543	3658
7836	3400
6905	3020
6711	2713
6000	2615
5660	2279
5156	2089
4948	1910
4555	1859
4214	1607
4027	1568
3905	1510
3610	1364
3445	1285
3153	1154
2868	1100
2768	1068
2495	1051
2490	946
2375	924
2341	876
2247	842
2275	816
2135	836
2099	770
2041	753
1936	761
1897	705
1852	634
1794	640
1768	624
1767	583
1766	553
1686	552
1608	469
1538	437
1442	409
1381	314
1246	288
1333	224
1397	153
759	40
522222
