87664	266890
41064	26585
23151	12613
17352	7932
14076	5772
11431	4460
10235	3551
7447	2841
7803	2463
7047	2114
6874	1878
4441	1668
4118	1518
4590	1303
2809	1258
4166	1128
3051	976
3437	960
2864	859
2564	791
2577	778
1981	742
3173	691
3685	643
2284	632
1695	593
2591	572
1498	539
2499	506
1894	466
1698	451
1299	416
1099	371
1698	352
2000	375
800	360
1400	345
1198	341
1499	326
1400	321
500	318
1700	281
1900	266
1100	257
1000	241
600	242
1100	269
700	231
600	200
400	216
1000	212
900	179
600	193
600	180
800	205
700	164
600	153
700	165
500	175
900	174
1100	142
800	145
400	147
200	165
500	146
400	125
499	134
400	142
1200	119
900	138
1100	145
400	126
700	112
800	117
600	116
700	120
1000	121
400	103
400	100
300	83
600	93
1100	96
200	88
700	121
300	94
300	89
100	95
200	85
400	83
600	89
600	83
300	92
100	91
100	82
300	70
0	92
400	72
300	51
400	71
600	69
100	75
400	65
400	58
500	60
200	74
600	48
500	52
500	70
200	54
0	43
400	63
300	71
200	76
300	50
100	46
200	59
400	63
0	49
300	61
200	62
200	46
400	48
200	37
400	42
300	47
100	46
200	41
200	39
0	36
200	38
300	40
200	39
100	37
600	41
400	33
300	31
200	40
100	49
200	37
200	36
100	40
200	44
300	18
0	32
100	25
300	31
500	24
400	40
100	29
300	32
100	24
300	21
100	25
200	22
0	31
100	27
100	26
200	22
100	31
0	31
100	22
100	26
200	19
200	22
100	20
300	20
200	25
0	15
300	24
100	19
100	19
100	24
0	12
100	17
300	21
300	22
0	16
400	18
200	15
0	17
200	20
300	14
300	17
0	18
100	12
300	10
100	18
0	14
100	12
200	13
0	14
500	14
200	19
0	13
300	15
100	13
0	15
0	9
100	13
0	15
100	10
300	12
400	13
0	14
100	7
200	5
100	6
0	12
100	16
0	8
200	5
300	7
0	4
100	8
100	5
100	9
200	3
200	3
400	5
100	7
200	11
100	3
0	2
0	8
400	2
100	7
100	7
100	5
400	6
0	4
0	3
0	4
0	4
0	1
300	7
200	5
0	4
0	6
0	3
100	2
100	7
0	3
100	3
300	6
300	3
0	8
100	2
0	2
100	3
100	4
200	6
200	1
100	4
0	1
100	0
0	4
0	4
0	3
0	2
0	1
0	1
0	0
0	3
100	2
0	1
100	0
0	3
200	0
0	1
300	3
0	0
0	0
0	0
100	1
100	0
0	1
100	1
0	0
0	2
0	0
0	0
0	0
0	0
0	0
100	0
0	0
100	0
0	0
0	0
0	0
0	0
0	0
0	0
100	0
100	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
369551
