143521	367344
102069	42326
48082	20135
29944	12732
21598	9529
16530	7274
13344	6047
11084	4894
9582	4230
8508	3584
7686	3316
6812	2992
6457	2791
5866	2495
5454	2220
4949	2111
4780	1792
4404	1828
4066	1640
3873	1484
3795	1421
3512	1371
3362	1248
3042	1225
2800	1078
2662	1033
2495	967
2474	895
2368	911
2305	900
2274	810
2253	776
2151	736
2105	725
1968	688
1869	635
1843	674
1820	668
1723	603
1692	550
1679	527
1653	495
1559	497
1534	453
1448	402
1330	328
1330	283
1192	248
1288	178
1351	101
736	32
522222
